,證券代碼,年月日,開盤價(元),最低價(元),最高價(元),收盤價(元),成交量(千股),報酬率％,SMA,WMA,Momentum,Stoch K%,Stoch D%,RSI,MACD,LW R%,A/D oscillator,CCI
1282,Y9999 加權指數,2018-03-28,10939.97,10853.48,10939.97,10865.66,5690925,-1.1025,10963.663,10933.994909090909,-152.79000000000087,29.712265974485003,59.561360772902184,46.40682362336453,35.714263744869754,70.28773402551501,-0.5413342582957757,-68.45974551380456
1283,Y9999 加權指數,2018-03-29,10855.66,10815.46,10889.6,10845.92,5468779,-0.1817,10946.41,10912.58709090909,-181.78000000000065,24.261335395151125,53.67762898886531,45.08094027282372,32.054736191229765,75.73866460484888,0.32290261667116416,-77.31691438533815
1284,Y9999 加權指數,2018-03-30,10905.3,10905.3,10969.22,10906.22,5834021,0.556,10934.261999999999,10905.279818181818,-140.6800000000003,40.91235433810111,49.2693172311926,49.93581755231831,28.739598889500336,59.08764566189889,1.9289737171464194,-7.883822275187125
1285,Y9999 加權指數,2018-03-31,10925.71,10905.69,10947.16,10919.49,4423640,0.1217,10921.520999999999,10902.594000000001,-91.35000000000036,44.57668305075378,44.99441167026714,50.99508566530473,25.96031544150489,55.42331694924623,0.9872196768748771,-1.0161294949226374
1286,Y9999 加權指數,2018-04-02,10936.26,10882.05,10969.88,10888.27,5336474,-0.2859,10909.264,10896.548363636364,-122.79999999999927,35.95570773733929,41.01041006525079,48.32240671485493,23.10532376248773,64.0442922626607,0.5737219628828357,-2.9819667400372545
1287,Y9999 加權指數,2018-04-03,10837.54,10775.45,10837.54,10821.53,5301492,-0.613,10890.31,10880.596727272728,-184.3099999999995,17.52637101673412,35.51565133359087,42.9727884044877,19.235083585063602,82.47362898326588,-0.8170397809631091,-96.03736113696698
1288,Y9999 加權指數,2018-04-09,10880.14,10829.02,10904.75,10893.53,5779699,0.6653,10879.079000000002,10881.182181818182,70.20000000000073,59.22703624360615,35.59962415233325,49.653833901794684,16.03626700520923,40.77296375639386,1.0989040010563822,-3.7734310705471477
1289,Y9999 加權指數,2018-04-10,10885.64,10874.83,10975.67,10927.18,6989937,0.3089,10889.464,10889.927818181819,87.13000000000102,71.7942651651365,40.976709033015446,52.541120126903294,13.926289180142094,28.205734834863506,0.8145577151923771,60.3088745784516
1290,Y9999 加權指數,2018-04-11,10961.7,10953.31,11016.35,10974.02,6297419,0.4287,10902.861,10905.301636363636,-12.770000000000437,82.42839352428393,46.955506854544204,56.40766353357737,13.32494692969182,17.571606475716063,1.4144987309644486,127.91896782261716
1291,Y9999 加權指數,2018-04-12,10984.12,10920.62,11008.2,10955.29,5611874,-0.1707,10899.711,10914.834181818182,89.63000000000102,74.65338314653401,48.1047795592125,54.4371511125203,13.371515124484553,25.346616853465996,0.39027175154145144,93.3695981469634
1292,Y9999 加權指數,2018-04-13,10975.58,10938.37,10988.23,10965.39,6238785,0.0922,10909.684,10926.775818181819,119.46999999999935,78.84599418845951,53.018152380609955,55.37125847058917,13.952403065914343,21.15400581154048,0.6606498194945749,83.07692981994597
1293,Y9999 加權指數,2018-04-16,10962.36,10921.17,10974.94,10954.55,6409388,-0.0989,10920.547,10934.933272727274,48.32999999999993,74.34620174346152,58.02663901544099,54.049824078771955,14.632994949467198,25.653798256538472,0.17760833178354127,52.6172390260186
1294,Y9999 加權指數,2018-04-17,10953.51,10799.07,10965.2,10810.45,6616520,-1.3154,10910.97,10914.915636363636,-109.03999999999905,14.528850145288523,55.38828859615974,39.96303854949031,13.00801868672364,85.47114985471147,0.06410642268104129,-93.7623900301133
1295,Y9999 加權指數,2018-04-18,10842.88,10809.89,10917.6,10847.89,6543380,0.3463,10903.81,10903.446545454546,-40.38000000000102,30.070568700705188,53.93767716115487,44.16411308262238,10.590826344493061,69.9294312992948,0.9948008541453783,-72.78981496125405
1296,Y9999 加權指數,2018-04-19,10891.66,10889.71,10983.96,10971.22,7111365,1.1369,10912.105,10915.702909090907,149.6899999999987,81.26608551266041,58.46871493868699,55.548684436086795,9.747321012331312,18.733914487339597,1.443713527851456,46.39544991547356
1297,Y9999 加權指數,2018-04-20,10802.42,10770.05,10831.56,10779.38,6806918,-1.7486,10907.890000000001,10891.571090909089,-114.15000000000146,3.7880633373933765,57.094884170752906,41.07426902721425,6.8514788810728415,96.21193666260662,-2.270525117867003,-150.92626922536056
1298,Y9999 加權指數,2018-04-23,10756.89,10687.25,10774.73,10697.13,6051313,-0.763,10888.249999999998,10853.251090909092,-230.0500000000011,3.002127013065691,51.47239324769887,36.53867401739758,1.4932100156524304,96.99787298693431,-0.053155006858706666,-165.93577428186836
1299,Y9999 加權指數,2018-04-24,10680.38,10540.15,10692.19,10579.5,6782959,-1.0996,10853.482,10797.114727272727,-394.52000000000044,8.263334733305397,45.11930020451576,31.084296974883436,-7.007692189951609,91.7366652666946,-0.03249144961851264,-178.46878729317407
1300,Y9999 加權指數,2018-04-25,10541.83,10489.2,10573.73,10559.97,6351251,-0.1846,10812.077,10743.748909090908,-395.3200000000015,13.635838150288752,38.24004466711624,30.251235358940644,-17.328322545143497,86.36416184971125,-0.06825978942387928,-149.6513924628374
1301,Y9999 加權指數,2018-04-26,10583.08,10478.98,10618.68,10488.58,6642525,-0.676,10765.405999999999,10684.931272727272,-476.8099999999995,1.8851251840943277,30.96321887087227,27.28162827016864,-29.34798975599827,98.11487481590568,0.42025769506084926,-115.86312286602798
1302,Y9999 加權指數,2018-04-27,10546.29,10495.67,10573.61,10553.43,5884380,0.6183,10724.210000000001,10646.39018181818,-401.119999999999,14.743158144877182,24.552935266514034,33.837052612437574,-40.70095565563136,85.25684185512283,1.090967410828844,-87.4404740376386
1303,Y9999 加權指數,2018-04-30,10553.41,10539.63,10660.61,10657.88,6128822,0.9897,10694.543,10634.33018181818,-152.57000000000153,35.42714562952984,20.661029655120867,43.028251548322636,-49.281700399861464,64.57285437047015,0.8859315589353535,-40.590619380091844
1304,Y9999 加權指數,2018-05-02,10665.52,10601.1,10683.9,10618.81,6324416,-0.3666,10675.378999999999,10620.560545454544,-229.07999999999993,27.690205552695165,21.977165195861534,40.67955978629213,-56.186069879697115,72.30979444730482,0.3142512077294766,-24.401121515523748
1305,Y9999 加權指數,2018-05-03,10578.98,10509.03,10578.98,10514.18,5841156,-0.9853,10642.008,10591.251636363635,-457.03999999999905,6.970573092003794,19.667165634991395,34.995542831541094,-63.21903248631487,93.02942690799621,-0.5694067190850686,-71.69915664316244
1306,Y9999 加權指數,2018-05-04,10516.45,10500.97,10566.37,10529.37,5653857,0.1445,10597.823,10570.771999999999,-250.0099999999984,14.291791933745886,12.96973627709994,36.428394839401214,-69.57747871099883,85.70820806625412,0.7980122324158921,-69.5127860851838
1307,Y9999 加權指數,2018-05-07,10581.78,10555.56,10632.62,10604.91,6108995,0.7174,10580.376,10572.060545454544,-92.21999999999935,42.57988165680483,16.848918109041087,43.33053834669896,-73.81605314785288,57.42011834319517,1.3398650402283707,16.683386614235285
1308,Y9999 加權指數,2018-05-08,10610.44,10609.04,10691.38,10691.38,7064737,0.8154,10579.801000000001,10592.243090909089,111.8799999999992,99.62009286618765,26.510714694353283,50.20658325363813,-74.95591987678961,0.37990713381235164,1.0501578819528916,126.94585225404165
1309,Y9999 加權指數,2018-05-09,10692.89,10689.81,10748.6,10703.35,7074991,0.112,10592.186,10614.706545454543,143.38000000000102,83.21712039166239,34.00609326018898,51.11884045209436,-73.73200888647943,16.78287960833761,0.9732947780234787,148.7193097804565
1310,Y9999 加權指數,2018-05-10,10731.68,10731.68,10782.06,10760.21,7062376,0.5312,10612.210000000001,10645.256363636363,271.6299999999992,92.79068232809807,41.921577677969914,55.42877013313971,-70.01546899838613,7.2093176719019265,1.5623263199682489,147.9678266023197
1311,Y9999 加權指數,2018-05-11,10808.4,10808.4,10874.63,10858.98,7399223,0.9179,10649.25,10690.123636363634,305.5499999999993,95.87027654633744,51.32009281419422,61.91073874134608,-63.19602768929551,4.129723453662571,1.7276158840404776,166.62975297907235
1312,Y9999 加權指數,2018-05-14,10938.3,10908.86,10970.24,10952.39,7222849,0.8602,10689.145999999999,10745.24,294.5100000000002,96.19621966032341,59.46539896573885,66.95990228175587,-53.1548957400806,3.803780339676588,1.8126425545780656,164.63057222675772
1313,Y9999 加權指數,2018-05-15,10965.08,10874.73,10978.38,10874.73,7275156,-0.7091,10710.831,10778.982545454546,255.92000000000007,78.28910161077488,63.75159456386335,59.6548376794133,-42.7387124246158,21.710898389225118,0.25074770863482754,107.89054356261568
1314,Y9999 加權指數,2018-05-16,10873.54,10865.07,10915.74,10897.57,7224691,0.21,10738.707,10812.93509090909,383.3899999999994,83.07324940826554,69.28989894942039,61.043650469802216,-32.17167868889386,16.926750591734464,0.8093546477205479,78.14730710874456
1315,Y9999 加權指數,2018-05-17,10911.74,10833.81,10938.63,10833.81,6908232,-0.5851,10770.67,10830.226545454545,304.4399999999987,69.71785257954384,75.5646268981744,55.154619568734255,-23.007963999695235,30.282147420456162,0.39171913756916243,53.48737411735853
1316,Y9999 加權指數,2018-05-18,10844.09,10819.07,10893.35,10830.84,6809564,-0.0274,10800.817,10841.166545454544,225.9300000000003,65.10571874556568,80.64601957935638,54.88059608237559,-15.19914437977424,34.89428125443431,0.801561658589127,29.921249353465644
1317,Y9999 加權指數,2018-05-21,10861.66,10861.66,10979.1,10966.2,7127060,1.2498,10836.946,10871.236181818182,274.8200000000015,96.51407879803284,86.03943929347918,63.9503972175012,-6.454666300434486,3.485921201967157,1.2624318801089882,85.88411412469345
1318,Y9999 加權指數,2018-05-22,10986.77,10938.73,11034.12,10938.73,7244202,-0.2505,10861.681,10889.742363636366,235.3799999999992,72.29531526821734,83.30696153368214,61.17738901959958,1.9943080679439928,27.70468473178266,0.7120243212076653,110.05181122973215
1319,Y9999 加權指數,2018-05-23,10974.52,10886.18,10991.86,10886.18,6751995,-0.4804,10879.964,10894.196727272729,125.97000000000116,51.08451263060433,80.09370075757634,56.01464005566194,8.972207247593477,48.91548736939567,0.502744133232408,44.964118420965654
1320,Y9999 加權指數,2018-05-24,10910.61,10883.52,10942.64,10936.93,6331255,0.4662,10897.636,10904.554181818181,77.95000000000073,56.94222931065036,76.50885545583156,59.66698336088072,15.451509127458943,43.05777068934964,0.9550067658998663,30.379979685365015
1321,Y9999 加權指數,2018-05-25,10946.62,10918.12,10977.81,10942.3,6446493,0.0491,10905.967999999999,10912.674909090909,-10.090000000000146,57.302952801673534,72.65212308136518,60.05692593805908,21.32910226702814,42.697047198326466,0.6848718378287837,70.16489906574732
1322,Y9999 加權指數,2018-05-28,10976.49,10965.18,10999.43,10987.77,6798818,0.4155,10909.506,10927.548,113.04000000000087,78.4468728202743,70.87718839736026,63.387207588340246,27.198276835523856,21.553127179725706,1.6680291970803216,133.82008787353234
1323,Y9999 加權指數,2018-05-29,10979.68,10929.56,10986.53,10964.12,6779308,-0.2152,10918.445000000002,10937.477818181818,66.55000000000109,67.44943036503156,69.79322127278593,60.473357261409724,32.315190665658236,32.550569634968454,-0.021765841671050664,68.17384801835945
1324,Y9999 加權指數,2018-05-30,10925.21,10799.75,10925.21,10821.17,7427700,-1.3038,10910.805,10919.791454545455,-12.639999999999418,9.13939497375944,62.39983582933532,46.207732846927655,34.33802834352332,90.86060502624056,-0.3101386896222058,-121.92835226303521
1325,Y9999 加權指數,2018-05-31,10856.03,10853.65,10909.61,10874.96,8683904,0.4971,10914.92,10913.27418181818,44.11999999999898,32.0902845927375,58.63707903065468,51.03688228405292,35.09544325943189,67.90971540726251,1.5804145818441568,-74.1675775419284
1326,Y9999 加權指數,2018-06-01,10882.68,10876.97,10954.67,10949.08,6791499,0.6816,10926.744,10919.48509090909,-17.1200000000008,63.71549259717516,58.49805641581563,56.95357772499111,36.12256245827244,36.284507402824836,1.0258687258687285,-5.5400714991758075
1327,Y9999 加權指數,2018-06-04,11002.15,11002.15,11109.5,11109.5,7608946,1.4651,10941.074,10952.713454545454,170.77000000000044,100.0,58.84664853601235,66.64610964288454,39.74196057169965,-0.0,1.4943642291569588,199.0878375801774
1328,Y9999 加權指數,2018-06-05,11130.03,11054.62,11131.08,11100.11,7768901,-0.0845,10957.212,10981.629090909091,213.9300000000003,90.65282346904918,60.68239935609554,65.68421880491766,44.556022125196684,9.347176530950819,0.28223907925713015,160.18386984988547
1329,Y9999 加權指數,2018-06-06,11111.14,11111.14,11207.15,11201.83,8106541,0.9164,10988.777,11026.105090909092,264.89999999999964,98.69415807560145,65.44336390059524,70.763224577381,51.387845520661706,1.3058419243985542,1.1148838662639184,159.22161678119488
1330,Y9999 加權指數,2018-06-07,11228.64,11188.99,11261.68,11251.75,8651462,0.4456,11020.259,11073.918363636363,309.4500000000007,97.85032364211021,69.53417333374122,72.94661846225227,59.80554862649724,2.149676357889785,0.8233594717292605,140.1845292831709
1331,Y9999 加權指數,2018-06-08,11243.59,11122.98,11243.59,11156.42,7457434,-0.8472,11041.671,11098.674909090909,168.64999999999964,77.21299764033509,71.52517781760739,62.968701955409955,67.11873708912151,22.78700235966492,-0.06765608158527332,80.65519866389911
1332,Y9999 加權指數,2018-06-11,11168.99,11118.81,11186.67,11149.23,6544815,-0.0644,11057.817,11118.23109090909,185.10999999999876,75.65648474877132,71.24613901045709,62.255083116780476,73.08857831844098,24.343515251228688,0.4457707043913902,56.214446186468805
1333,Y9999 加權指數,2018-06-12,11140.02,11088.53,11160.05,11144.79,7363237,-0.0398,11075.884,11134.044363636363,323.6200000000008,74.69530015370309,71.97072598932425,61.774726291726445,77.66606532382481,25.30469984629692,0.15128635346756036,37.633167373978544
1334,Y9999 加權指數,2018-06-13,11153.2,11119.24,11188.01,11173.21,7532863,0.255,11111.088,11151.74,298.25,78.31777075215032,78.88856356716333,63.7632769503971,81.40730007159092,21.682229247849673,0.6284717173185848,47.213640920669526
1335,Y9999 加權指數,2018-06-14,11143.04,11013.98,11143.04,11013.98,7130242,-1.4251,11124.99,11134.084,64.89999999999964,35.61383899560705,79.24091900745029,48.165018855175425,81.70230104131676,64.38616100439295,-0.23376724004337476,-63.65995403840567
1336,Y9999 加權指數,2018-06-15,10998.2,10981.61,11087.47,11087.47,7438455,0.6672,11138.829,11127.26218181818,-22.030000000000655,37.79769343378401,76.64913909111117,53.942832639579244,80.80807896305157,62.202306566215995,0.694218779520127,-107.1481813783467
1337,Y9999 加權指數,2018-06-19,11008.77,10904.19,11008.77,10904.19,7290686,-1.653,11118.297999999999,11084.600545454547,-195.92000000000007,0.0,66.64913909111117,41.21307949427291,76.10704820248313,100.0,-0.7525339453050197,-183.01792127979405
1338,Y9999 加權指數,2018-06-20,10904.8,10842.56,10969.2,10927.44,7461838,0.2132,11101.030999999999,11049.89909090909,-274.3899999999994,20.251956480244527,59.60905239223071,43.10551790207307,69.46389612375476,79.74804351975547,0.5133449147188849,-142.7953874224463
1339,Y9999 加權指數,2018-06-21,10949.85,10941.07,10992.31,10941.07,6238887,0.1247,11074.955,11020.815272727274,-310.6800000000003,23.50400839854935,52.0900374245255,44.27401907869393,62.01084145629253,76.49599160145065,1.266003122560485,-85.08131826203199
1340,Y9999 加權指數,2018-06-22,10901.25,10828.86,10914.83,10899.28,6466160,-0.382,11039.708,10988.874363636365,-257.1399999999994,16.979721746678596,44.00297723498234,41.378865598981015,53.63278668397228,83.0202782533214,-0.30522275212283334,-112.63489261135338
1341,Y9999 加權指數,2018-06-25,10834.07,10786.46,10851.16,10786.46,5583981,-1.0351,11002.712,10942.829272727273,-362.77000000000044,0.0,36.28167747094882,34.593302632048164,43.191934063773694,100.0,-0.7437403400309159,-124.8193086444778
1342,Y9999 加權指數,2018-06-26,10730.9,10651.42,10752.99,10742.17,6545486,-0.4106,10962.006,10895.457999999999,-402.6200000000008,16.912353938761434,30.407264389947834,32.28404531558067,31.200422225419953,83.08764606123856,-0.32952643497095047,-147.92065530765788
1343,Y9999 加權指數,2018-06-27,10766.88,10701.03,10800.34,10701.03,6039482,-0.383,10917.63,10848.007818181817,-472.1799999999985,9.245420153189691,23.8622763898965,30.2031571421449,18.138125350174583,90.75457984681032,0.5857416171583967,-112.24482066431808
1344,Y9999 加權指數,2018-06-28,10669.42,10633.01,10723.84,10654.28,5819485,-0.4369,10865.737000000001,10800.126,-359.6999999999989,4.170342921004727,16.44753360678194,27.930110893888067,4.302218942474127,95.82965707899527,0.25112848177914243,-119.80591087805625
1345,Y9999 加權指數,2018-06-29,10667.64,10667.64,10836.91,10836.91,5905588,1.7141,10848.03,10794.884727272727,-250.5599999999995,44.86643488975928,17.37279319619716,45.67593537031585,-6.389320497683389,55.133565110240724,1.0789271577952309,-41.687092884804265
1346,Y9999 加權指數,2018-07-02,10852.17,10777.94,10886.2,10777.94,6297627,-0.5442,10817.077000000001,10782.141090909092,-126.25,38.56983180753678,17.45000703357244,41.96843187308191,-15.47583282970258,61.43016819246322,0.4552928135969035,-6.044074916953526
1347,Y9999 加權指數,2018-07-03,10802.88,10707.68,10873.48,10715.72,6742265,-0.5773,10798.23,10763.712545454546,-211.72000000000116,23.019760645699776,19.751983098142414,38.32176576198237,-24.03742648091505,76.98023935430022,0.5762364294330486,-36.166069615677095
1348,Y9999 加權指數,2018-07-04,10714.25,10680.44,10752.05,10721.87,5478787,0.0574,10777.673,10749.828909090911,-219.1999999999989,24.731422209852703,20.199929671103234,38.90478522644792,-31.668292570461446,75.26857779014729,0.507331378299128,-68.54972976245284
1349,Y9999 加權指數,2018-07-05,10690.91,10585.27,10709.8,10611.81,5359021,-1.0265,10744.747,10719.671999999999,-287.47000000000116,8.053161791479274,18.654845010396226,32.74926738340451,-39.99953862106062,91.94683820852072,-0.09692443587891786,-135.17870522713707
1350,Y9999 加權指數,2018-07-06,10645.66,10523.58,10665.72,10608.57,6165283,-0.0305,10715.676,10694.912545454545,-177.88999999999942,23.43775853510551,19.30064868923892,32.58065310413166,-48.293556846029496,76.5622414648945,0.37927395525538254,-147.7255514531864
1351,Y9999 加權指數,2018-07-09,10638.9,10638.9,10746.74,10720.28,6127736,1.053,10709.058,10695.749636363636,-21.889999999999418,54.24411229386142,24.72505991862506,43.68774173970557,-54.23711665944552,45.75588770613857,1.281249999999999,-15.592867510147359
1352,Y9999 加權指數,2018-07-10,10737.62,10728.24,10776.47,10756.89,6300857,0.3415,10710.53,10704.446363636362,55.85999999999876,64.34008052506728,29.467832577255642,46.874740735554646,-57.68817492176222,35.65991947493272,1.1650425046651296,46.42995198567804
1353,Y9999 加權指數,2018-07-11,10693.64,10635.03,10693.64,10676.84,5545633,-0.7442,10708.110999999999,10698.32090909091,22.55999999999949,42.26462963984333,32.76975352592101,41.208616246148786,-60.541739300301124,57.735370360156665,-1.0791673775806405,-50.6705330912822
1354,Y9999 加權指數,2018-07-12,10644.91,10643.65,10752.57,10738.38,5983221,0.5764,10716.520999999999,10703.824363636362,-98.53000000000065,59.23556339970184,38.27627557379073,46.71085730213617,-61.75139589981906,40.76443660029816,0.6952809401395474,-4.363354037266269
1355,Y9999 加權指數,2018-07-13,10769.7,10769.7,10864.54,10864.54,6738061,1.1749,10719.284000000001,10730.736909090909,86.60000000000036,94.02680491975076,43.19231257678987,56.07484638912763,-59.713717714334976,5.973195080249239,1.330240404892466,131.51139450308966
1356,Y9999 加權指數,2018-07-16,10867.97,10817.45,10890.2,10817.45,5842702,-0.4334,10723.235,10748.585272727274,101.73000000000138,80.15656538104854,47.350985934141036,52.26589804405302,-56.36268526030655,19.843434618951463,0.3527147766323004,130.91092106036646
1357,Y9999 加權指數,2018-07-17,10802.75,10758.83,10818.84,10778.99,5769752,-0.3555,10729.562,10758.722545454546,57.11999999999898,69.66613932682323,52.01562380225339,49.23119995081105,-52.849279330113504,30.333860673176783,0.023162806198957053,64.2941049247882
1358,Y9999 加權指數,2018-07-18,10811.43,10788.37,10872.74,10842.46,6625523,0.5888,10741.621000000001,10779.249454545454,230.64999999999964,86.97834269816117,58.24031585108423,54.1162873198871,-48.28519841671595,13.021657301838829,1.1111769586345992,89.27270269818578
1359,Y9999 加權指數,2018-07-19,10868.56,10826.14,10896.25,10835.38,5902184,-0.0653,10763.978,10796.296545454545,226.8099999999995,83.66651461078145,65.80165113301445,53.478498514762904,-43.304736972743555,16.33348538921855,0.7672229353872547,88.32136604910855
1360,Y9999 加權指數,2018-07-20,10932.51,10893.73,10963.95,10932.11,5917717,0.8927,10796.332,10826.865999999998,211.82999999999993,90.31983461023952,72.48985874052786,60.53854296446156,-36.68240938707444,9.680165389760475,1.830959840501273,137.8809580647729
1361,Y9999 加權指數,2018-07-23,10929.46,10901.75,10984.84,10946.89,5548013,0.1352,10818.993,10854.24018181818,190.0,89.15125353763449,75.98057286490516,61.52971680704768,-29.058732368052986,10.848746462365511,0.6346130701648751,125.37397224485677
1362,Y9999 加權指數,2018-07-24,10937.77,10917.61,10995.39,10995.39,5925802,0.443,10842.843,10886.312363636362,318.5499999999993,100.0,79.54656481239843,64.75725396615269,-20.367054767601132,-0.0,0.6235536127539306,125.12152884468453
1363,Y9999 加權指數,2018-07-25,10957.66,10956.0,10992.29,10965.79,5563011,-0.2692,10871.738,10908.666363636365,227.41000000000167,91.5846932393249,84.47857117234659,61.27138522622075,-11.887437270053896,8.41530676067509,-0.08542298153757151,100.2579603132056
1364,Y9999 加權指數,2018-07-26,10969.35,10966.33,11018.19,11010.61,5644454,0.4087,10898.961,10933.915818181817,146.0699999999997,97.07742134484889,88.2627569668613,64.48756753092873,-3.243079700648776,2.922578655151109,1.010412649440784,102.33668002341479
1365,Y9999 加權指數,2018-07-27,11023.07,11009.16,11075.78,11075.78,5679074,0.5919,10920.085,10966.064727272726,258.3299999999999,100.0,88.86007647488621,68.68850193565686,6.0985231687339265,-0.0,0.9782347643350239,125.99555628335636
1366,Y9999 加權指數,2018-07-30,11072.7,11001.15,11080.41,11033.54,5483470,-0.3814,10941.694,10986.692909090909,254.5500000000011,85.42508862491479,89.38692879927285,63.29617031646537,14.699629327756186,14.574911375085197,0.05841534191268215,96.11414995197885
1367,Y9999 加權指數,2018-07-31,10997.73,10976.46,11057.51,11057.51,5767326,0.2172,10969.546,11007.750363636364,215.0500000000011,92.15860840980697,91.63617570757123,65.02727615697157,22.734646218780135,7.841391590193025,0.2957433682911662,78.98147268555138
1368,Y9999 加權指數,2018-08-01,11062.36,11058.28,11100.02,11098.13,5996017,0.3674,10995.113000000001,11031.129272727272,262.75,99.30991675186168,92.86933311294126,67.8797431377925,30.589891979520274,0.6900832481383179,1.0184475323430868,121.41558588954022
1369,Y9999 加權指數,2018-08-02,11095.67,10919.13,11095.67,10929.77,6199124,-1.517,11004.552,11019.248727272729,-2.3400000000001455,17.470551165834856,86.24973676844661,49.344868535705174,35.164869693982,82.52944883416514,-0.01393451908915325,-30.291056915815492
1370,Y9999 加權指數,2018-08-03,10957.3,10957.3,11012.43,11012.43,4935006,0.7563,11012.583999999999,11020.681090909091,65.54000000000087,55.822867806526475,82.80004008807529,55.912106921150105,38.68265522644221,44.177132193473525,1.4993651369489993,-23.318615735675657
1371,Y9999 加權指數,2018-08-06,10997.26,10994.97,11054.49,11024.1,5237227,0.106,11020.305,11022.77490909091,28.710000000000946,58.37947480949502,79.72286221526136,56.79086206807678,41.45142748819363,41.62052519050498,0.7066532258064379,20.566095813743647
1372,Y9999 加權指數,2018-08-07,11024.97,10983.44,11030.09,10983.44,5150225,-0.3688,11019.11,11016.072181818181,17.649999999999636,35.55199292387687,73.27806150764904,52.7226831062561,42.8624063848093,64.44800707612313,0.1284030010718077,-43.22944384028903
1373,Y9999 加權指數,2018-08-08,11026.07,11026.07,11095.5,11075.25,5558289,0.8359,11030.056,11026.279454545454,64.63999999999942,86.3065951683342,72.75025170054997,59.92504213233335,44.7154636941447,13.6934048316658,1.6139997119400695,92.9981324059718
1374,Y9999 加權指數,2018-08-09,11063.62,11001.96,11063.62,11028.07,5319750,-0.426,11031.802,11025.918363636363,-47.710000000000946,60.22444579578737,69.06495414564382,55.1295637176312,45.89382193040632,39.77555420421264,-0.18861498540380933,2.2722900400397075
1375,Y9999 加權指數,2018-08-10,11009.96,10972.25,11033.89,10983.68,5009261,-0.4025,11022.592,11017.16890909091,-49.86000000000058,35.68467024158364,62.63342116980218,50.87357426722989,45.77470254510768,64.31532975841637,0.09441920830629079,-73.2741823242899
1376,Y9999 加權指數,2018-08-13,10939.68,10693.73,10939.68,10748.92,6399194,-2.1374,10994.130000000001,10967.410363636363,-308.59000000000015,13.583893278200396,55.449301635130745,34.99734071385877,40.99880526211713,86.41610672179961,-0.17889815003049347,-291.1533400654882
1377,Y9999 加權指數,2018-08-14,10797.95,10755.53,10829.85,10824.23,5398052,0.7006,10970.802,10936.519454545456,-273.89999999999964,32.11991434689501,49.44543222883955,41.504126316690865,34.662572732132425,67.880085653105,1.0889397201291793,-162.43028922904185
1378,Y9999 加權指數,2018-08-15,10827.28,10688.59,10827.28,10716.75,5519384,-0.993,10932.664,10890.328181818182,-213.02000000000044,6.917559202122399,40.206196473865624,35.81853439654226,25.886724435843583,93.0824407978776,0.0219914918162887,-135.87113329281834
1379,Y9999 加權指數,2018-08-16,10663.57,10606.26,10725.71,10683.9,5550144,-0.3065,10908.077,10845.098363636364,-328.53000000000065,15.86951189600185,40.04609254688232,34.22629100750553,15.458713064102366,84.13048810399815,0.07501046462954548,-125.9814814620795
1380,Y9999 加權指數,2018-08-17,10702.6,10688.55,10757.01,10690.96,4989296,0.0661,10875.93,10805.622545454546,-333.14000000000124,17.312566429564008,36.19506240918607,34.91715882752878,4.619216114552408,82.687433570436,1.0679228746713347,-82.45856563173642
1381,Y9999 加權指數,2018-08-20,10698.76,10663.44,10729.9,10699.05,4629729,0.0757,10843.425,10773.462545454544,-284.39000000000124,18.966151582045438,32.25373008644112,35.77605549618379,-5.791424584677843,81.03384841795456,0.585916340656049,-74.8511138529695
1382,Y9999 加權指數,2018-08-21,10697.01,10697.01,10792.2,10792.2,4727595,0.8706,10824.301,10764.148909090907,-283.0499999999993,38.005886681383494,32.49911946219178,45.0530963112242,-13.888169832044937,61.994113318616506,0.9785691774346146,-36.71881002029248
1383,Y9999 加權指數,2018-08-22,10790.24,10774.69,10828.21,10804.2,4728591,0.1112,10797.196,10760.494181818181,-223.86999999999898,43.27881756165827,28.196341701524187,46.16616932458854,-19.88705853289595,56.721182438341735,0.6728325859491654,0.7707177126923629
1384,Y9999 加權指數,2018-08-23,10817.33,10802.79,10863.13,10863.13,4769725,0.5454,10780.702000000001,10772.482181818183,-120.55000000000109,60.06828332904601,28.18072545485005,51.5243433545955,-23.271059372905448,39.93171667095399,0.9766324163075921,61.72153880182793
1385,Y9999 加權指數,2018-08-24,10865.91,10770.32,10865.91,10809.35,4249499,-0.4951,10763.268999999998,10777.690909090908,60.43000000000029,60.91116309759465,30.703374740451153,46.80091114759322,-25.64369328317204,39.08883690240535,0.02908254001465269,71.77718407946395
1386,Y9999 加權指數,2018-08-27,10847.17,10847.17,10916.69,10902.21,4313459,0.8591,10778.598,10802.952909090907,77.97999999999956,95.33550236768309,38.878535649399424,54.75797165199736,-25.7180703754362,4.664497632316911,1.544016110471799,135.18897915930833
1387,Y9999 加權指數,2018-08-28,10946.33,10946.33,11005.55,10989.55,4739152,0.8011,10795.13,10841.307818181816,272.7999999999993,95.99288737509077,45.265832952219,60.87383468457822,-22.89597027465576,4.007112624909226,1.7450185748058307,169.36301981988166
1388,Y9999 加權指數,2018-08-29,11029.12,11029.11,11099.57,11099.57,4557454,1.0011,10833.412,10896.660545454544,415.6700000000001,100.0,54.574077032006755,67.0988774886498,-16.59886414300648,-0.0,1.5614533068407863,171.25935598305958
