,證券代碼,年月日,開盤價(元),最低價(元),最高價(元),收盤價(元),成交量(千股),報酬率％,SMA,WMA,Momentum,Stoch K%,Stoch D%,RSI,MACD,LW R%,A/D oscillator,CCI
454,Y9999 加權指數,2014-11-07,8881.19,8867.78,8925.62,8912.62,4962152,0.2429,8892.812,8929.301818181819,284.84000000000015,69.56650493177553,83.30548995133316,53.40713953614592,-45.78263620900263,30.43349506822447,0.598201936376215,10.69233063789283
455,Y9999 加權指數,2014-11-10,8937.59,8937.59,9062.89,9049.98,5663032,1.5412,8935.032000000001,8957.877818181818,276.4300000000003,96.51429651429655,88.36763000113737,63.182963515177505,-35.64600565382638,3.485703485703451,1.1992817238627254,97.99079785054533
456,Y9999 加權指數,2014-11-11,9067.54,9021.54,9069.44,9034.14,5502241,-0.175,8961.091,8975.897454545455,130.45999999999913,85.7425582616418,87.45514412898459,61.528850471320155,-25.630472461680725,14.257441738358201,0.4062630480167243,110.92752952865656
457,Y9999 加權指數,2014-11-12,9030.13,8894.11,9030.13,8918.95,5424889,-1.2751,8962.618,8968.235454545455,30.88000000000102,33.599541122485455,80.81509824123313,50.785861909101115,-17.995243692989984,66.40045887751455,-0.02948095868254859,-22.000446860803827
458,Y9999 加權指數,2014-11-13,8947.97,8927.09,8980.67,8980.67,4985468,0.692,8971.878,8971.517636363636,5.9099999999998545,55.98036298720594,76.81257159215436,55.41986501788111,-11.226473578286615,44.01963701279406,1.1519223590892018,-15.784738389619317
459,Y9999 加權指數,2014-11-14,8992.4,8950.23,8996.38,8982.88,4844187,0.0246,8972.689999999999,8973.518,-21.980000000001382,57.07626698403185,72.52019829055754,55.58624755853202,-5.294766412658407,42.923733015968146,0.340411700975065,4.003291463016137
460,Y9999 加權指數,2014-11-17,9003.37,8878.38,9024.0,8884.39,4840817,-1.0964,8960.643,8957.463454545454,-104.79000000000087,8.236635921848048,63.93205540669611,46.91577746664532,-1.757946561884264,91.76336407815195,0.28237879412169054,-72.84503857535218
461,Y9999 加權指數,2014-11-18,8916.08,8828.15,8944.26,8859.07,5326764,-0.285,8947.632000000001,8938.995636363636,-103.53000000000065,12.81445563429896,56.51284719669151,44.91457232336799,-0.30756072043375005,87.18554436570103,0.5156317285332918,-130.6481614367463
462,Y9999 加權指數,2014-11-19,8896.16,8879.29,8988.64,8963.24,5519350,1.1759,8947.696,8941.833454545455,72.21999999999935,55.98657217456159,54.01633140337292,53.902966749245905,1.4217295855250476,44.01342782543841,1.1849108367627017,-13.883171581998509
463,Y9999 加權指數,2014-11-20,8984.93,8984.93,9078.87,9078.87,5864029,1.29,8966.481,8965.683272727272,166.25,100.0,57.551719453214574,61.62570267036336,5.076748258702314,-0.0,1.2308920587609153,123.27228834604892
464,Y9999 加權指數,2014-11-21,9104.34,9071.86,9111.18,9091.53,4886182,0.1394,8984.372,8988.419454545454,41.55000000000109,93.05727308059231,59.90079626809626,62.39217606479204,9.937586016195024,6.9427269194076935,0.8217192268565546,136.5521975707941
465,Y9999 加權指數,2014-11-24,9144.42,9104.54,9165.71,9122.33,4655961,0.3388,8991.607,9013.502727272727,88.19000000000051,87.14895129754733,58.964261746421336,64.31868909681002,15.76814091043569,12.851048702452683,1.2126859571685562,136.45420325216304
466,Y9999 加權指數,2014-11-25,9125.27,9098.32,9153.55,9116.24,4948629,-0.0668,8999.817,9036.163272727272,197.28999999999905,85.34482758620707,58.92448867887786,63.602884268692904,21.767747221491653,14.655172413792927,0.5652724968314248,104.81386890914233
467,Y9999 加權指數,2014-11-26,9125.08,9112.19,9146.04,9122.39,4991899,0.0675,9020.161,9058.449272727274,141.71999999999935,87.16672591539289,64.2812071581686,64.05178476553411,27.607308967871933,12.833274084607115,0.8803545051698899,85.10750465302635
468,Y9999 加權指數,2014-11-27,9153.49,9153.49,9217.73,9165.31,5400688,0.4705,9038.625,9084.839999999998,182.4300000000003,86.54448380306995,67.337619239755,67.18966173991095,33.66227929676958,13.45551619693005,1.4841220423412278,102.48623642241525
469,Y9999 加權指數,2014-11-28,9163.19,9158.28,9201.8,9187.15,4432053,0.2383,9059.052,9111.844545454545,302.7600000000002,92.15052107397712,70.84504464874954,68.73277678106766,39.80657330277461,7.849478926022879,0.8384650735294333,87.46310890159499
470,Y9999 加權指數,2014-12-01,9038.41,8998.55,9164.54,9117.71,5326844,-0.7558,9082.384000000002,9122.509636363637,258.6399999999994,74.32619744340047,77.45400080090477,58.93987544270524,44.48615773787051,25.673802556599533,-0.13621302488100817,12.675220879771787
471,Y9999 加權指數,2014-12-02,9098.36,9009.69,9104.84,9034.79,5735000,-0.9094,9099.956,9113.85618181818,71.55000000000109,45.946105661269534,80.76716580360183,49.569280297591924,46.57804591827692,54.053894338730466,-0.13526011560692622,-60.79808260159343
472,Y9999 加權指數,2014-12-03,9073.47,9045.2,9188.32,9175.26,6881013,1.5548,9121.158,9127.547818181818,96.38999999999942,81.7568728522339,83.34419587136907,61.18486017066497,49.073312003851555,18.243127147766103,1.0727361654555612,37.09186656002264
473,Y9999 加權指數,2014-12-04,9212.85,9195.15,9251.85,9225.11,6669075,0.5433,9135.782000000001,9146.448181818181,133.57999999999993,89.44334780892235,82.2885306522613,64.41657170459032,52.374081204980286,10.556652191077642,1.350793650793636,161.22402850395824
474,Y9999 加權指數,2014-12-05,9220.25,9192.29,9240.51,9206.57,5994963,-0.201,9147.286,9159.318727272728,84.23999999999978,82.12396367943133,81.1951997121452,62.27397668690011,55.59152638091567,17.876036320568677,0.31936955620074337,104.29262394196094
475,Y9999 加權指數,2014-12-08,9231.24,9174.51,9241.63,9187.29,5494254,-0.2094,9153.782000000001,9166.592181818181,71.05000000000109,74.51243584682226,79.93154816707269,59.96921698570833,58.153776406182836,25.487564153177743,0.5223480333730635,68.41289639792815
476,Y9999 加權指數,2014-12-09,9163.43,9127.12,9177.14,9128.9,5373019,-0.6356,9155.047999999999,9162.068181818182,6.510000000000218,51.46071851559408,76.54313726001138,53.32778766358762,59.1069228567013,48.53928148440592,-0.2029188324670479,-15.837165704548823
477,Y9999 加權指數,2014-12-10,9115.33,9015.52,9140.49,9032.16,5897698,-1.0597,9146.025,9139.724909090908,-133.14999999999964,13.268851164627097,69.1533497849348,44.29687979781744,57.32340201542619,86.7311488353729,0.09274225814195572,-111.68023018988782
478,Y9999 加權指數,2014-12-11,9003.84,8971.53,9046.4,9013.07,5320109,-0.2114,9130.801,9115.551272727273,-174.07999999999993,14.818778538812463,61.98077925850906,42.71098361580288,53.48286481424351,85.18122146118753,0.1901963403232266,-130.29840060024722
479,Y9999 加權指數,2014-12-12,9041.54,9022.56,9084.27,9027.33,4733158,0.1582,9114.819,9096.738363636363,-90.3799999999992,19.90582191780798,54.756309342892145,44.364190172063985,48.65996862010008,80.09417808219202,1.1537838275806132,-74.27789601702537
480,Y9999 加權指數,2014-12-15,8987.95,8943.04,8997.08,8985.63,4400221,-0.4619,9101.611,9073.249454545454,-49.16000000000167,13.791651824746088,48.70285478102671,40.56107698341256,42.697967971896155,86.20834817525392,-0.5597705403404983,-112.45678455624902
481,Y9999 加權指數,2014-12-16,8967.82,8950.91,9031.07,8950.91,5054853,-0.3864,9093.223,9045.849272727271,-224.35000000000036,2.5484926006278923,44.36309347496255,37.58069040280356,35.68328201786903,97.4515073993721,0.5668662674650773,-95.35276057548214
482,Y9999 加權指數,2014-12-17,8961.64,8826.03,8972.12,8828.36,5997169,-1.3691,9058.533,8997.692363636363,-396.75,0.5471795594382436,36.24212414568298,29.173622277295287,26.339971644066647,99.45282044056175,0.1451844753234371,-133.9588494123764
483,Y9999 加權指數,2014-12-18,8912.78,8876.88,8946.42,8878.63,5439448,0.5694,9023.885,8964.982727272727,-327.9400000000005,12.656400384985258,28.56342940328927,35.726948560655664,16.76891073240688,87.34359961501474,1.6977279263732816,-100.64155825159469
484,Y9999 加權指數,2014-12-19,8981.85,8953.17,9035.77,8999.52,6501121,1.3616,9003.18,8960.552727272729,-187.77000000000044,41.744465832531375,24.525479618599274,48.467470117995184,9.447340629464907,58.255534167468625,1.9024213075060599,-20.035854191385255
485,Y9999 加權指數,2014-12-22,9032.42,9024.01,9099.85,9095.0,5598240,1.0609,8993.951000000001,8977.247272727273,-33.899999999999636,76.60562216969049,24.734798250886097,56.10350128907147,5.42131182369798,23.39437783030951,1.3229166666666632,73.14821393113745
486,Y9999 加權指數,2014-12-23,9123.78,9093.43,9138.15,9097.71,5028914,0.0298,8990.831999999999,8996.112545454544,65.54999999999927,86.39572600648707,28.228298999975397,56.307677776323914,3.7027957414229182,13.604273993512939,0.9648926654740668,124.2175278399012
487,Y9999 加權指數,2014-12-24,9096.48,9096.48,9186.18,9186.18,5943071,0.9724,9006.234,9031.630363636363,173.11000000000058,100.0,36.90141388351269,62.61515458808776,4.92371914202264,-0.0,0.9862876254180651,143.2007967669034
488,Y9999 加權指數,2014-12-25,9186.83,9153.77,9198.04,9158.7,4364007,-0.2991,9020.797,9059.351454545455,131.3700000000008,89.42501545657372,44.36203757528881,59.64354223694831,7.473373939624553,10.57498454342628,0.2679015134402635,114.4460712542708
489,Y9999 加權指數,2014-12-26,9171.91,9158.39,9214.07,9214.07,3968724,0.6046,9039.471,9094.492,228.4400000000005,100.0,52.37145538350801,63.51957849501737,11.588557397946593,-0.0,0.9944324712643443,103.8113679701714
490,Y9999 加權指數,2014-12-27,9222.47,9197.13,9228.65,9218.5,3132975,0.0481,9062.757999999998,9127.042727272727,267.59000000000015,97.47901246833251,60.74019144786665,63.828415278606535,16.513524570818383,2.5209875316674957,0.46256345177664104,95.15808898473301
491,Y9999 加權指數,2014-12-29,9216.43,9216.43,9313.33,9286.28,4867306,0.7353,9096.295000000002,9167.683090909091,457.9200000000001,94.44900471988522,69.93024265979238,68.37930134961678,22.731626221079566,5.550995280114779,0.9786377708978358,108.36922228940722
492,Y9999 加權指數,2014-12-30,9299.1,9262.7,9338.06,9268.43,4315769,-0.1922,9140.302,9198.980363636365,389.8000000000011,84.90177371091566,78.36570207494013,65.95131612020701,29.097680047077883,15.098226289084337,0.6871019108280213,107.37024557277424
493,Y9999 加權指數,2014-12-31,9260.46,9252.31,9307.26,9307.26,3476527,0.4189,9183.164999999999,9229.336363636365,307.7399999999998,91.9977136324666,86.29983339968825,68.64253481295638,35.775938842381834,8.002286367533406,0.7066424021837928,99.09142106803267
494,Y9999 加權指數,2015-01-05,9292.31,9182.02,9292.31,9274.11,4852267,-0.3562,9210.624,9245.871818181819,179.11000000000058,79.63700047763125,90.08908686419826,63.85494607632347,41.689366812442586,20.362999522368753,-0.1355517272644923,51.91278619873468
495,Y9999 加權指數,2015-01-06,9209.93,9043.44,9209.93,9048.34,6230285,-2.4344,9205.958,9216.365636363636,-49.36999999999898,1.663159323874704,82.59484057961667,41.79554531776735,43.116374982923666,98.33684067612529,-0.3854886179350134,-119.17386578179291
496,Y9999 加權指數,2015-01-07,9051.94,9050.54,9108.66,9080.09,5479103,0.3509,9204.196,9193.480545454546,-106.09000000000015,12.43975290204323,75.19924326917229,44.77651764800925,42.064857779527884,87.56024709795676,1.0378527185134336,-132.71523659248618
497,Y9999 加權指數,2015-01-08,9154.03,9154.03,9246.62,9238.03,6379855,1.7394,9209.381,9199.632181818182,79.32999999999993,66.04779037404141,71.80402230657643,56.96018451188161,41.93893729426865,33.95220962595859,1.7985743600820865,6.47808502633372
498,Y9999 加權指數,2015-01-09,9247.4,9215.58,9284.57,9215.58,5433889,-0.243,9215.069,9200.759272727273,1.5100000000002183,58.42780530853303,68.70430129177237,55.04225711431352,41.94599990041527,41.57219469146697,0.6745905203652588,30.271389232107367
499,Y9999 加權指數,2015-01-12,9198.02,9178.3,9229.65,9178.3,4986250,-0.4045,9211.492,9194.074,-40.20000000000073,45.77421763627698,63.281723055400064,51.82268794576,41.345659453102805,54.22578236372302,0.27400194741966133,-23.36182619437925
500,Y9999 加權指數,2015-01-13,9162.77,9161.71,9253.82,9231.8,5392992,0.5829,9212.822,9197.766363636363,-54.48000000000138,63.933202090828665,59.92714201764968,55.932788646296196,41.15540750979871,36.066797909171335,0.8198892628379107,1.812129229093325
501,Y9999 加權指數,2015-01-14,9235.9,9161.71,9242.2,9180.23,5384948,-0.5586,9202.217,9191.840545454545,-88.20000000000073,46.429298757721654,55.12517142143332,51.249999509334174,40.315593687950525,53.57070124227835,0.12920859734130014,-15.466764628489528
502,Y9999 加權指數,2015-01-15,9197.32,9149.1,9219.43,9165.09,5382422,-0.1649,9191.883,9185.090181818181,-142.17000000000007,46.11098476233787,51.24609252657554,49.88756183865714,38.779234242432224,53.88901523766213,0.5573723873169454,-25.548260957445226
503,Y9999 加權指數,2015-01-16,9245.77,9109.46,9256.86,9138.29,6012829,-0.2924,9174.986,9175.346000000001,-135.8199999999997,38.11226744886919,45.8575479082158,47.408727598427355,36.370867928526756,61.8877325511308,0.6225915875169574,-24.365356834060595
504,Y9999 加權指數,2015-01-19,9183.76,9151.82,9247.09,9174.06,5182409,0.3914,9164.981,9175.177636363636,125.71999999999935,54.16994981959915,43.31084284241258,51.018106022678744,34.029988038518695,45.83005018040086,1.1420174241628926,24.492664043206755
505,Y9999 加權指數,2015-01-20,9188.76,9177.48,9259.31,9251.69,5309477,0.8462,9185.316,9190.942909090909,171.60000000000036,85.95051916421,51.73957882644612,57.97334011355002,33.01510020777751,14.049480835790007,1.0417939630942206,89.77153652586031
506,Y9999 加權指數,2015-01-21,9283.79,9275.68,9319.71,9319.71,5645662,0.7352,9209.278,9215.378181818181,81.67999999999847,100.0,60.49560353624179,63.07757784024969,33.89449188973755,-0.0,1.5448557801499072,223.69920396753037
507,Y9999 加權指數,2015-01-22,9336.81,9336.81,9386.56,9369.51,5782452,0.5344,9222.426,9244.511272727274,153.9300000000003,93.84698664741997,63.275523163579656,66.39749938868718,36.632359618234304,6.153013352580028,1.3437185929648314,201.638386810032
508,Y9999 加權指數,2015-01-23,9422.0,9422.0,9471.8,9470.94,6246155,1.0826,9247.962,9289.695636363636,292.64000000000124,99.76265386101485,67.40900801882783,72.07900132403797,41.92632443031843,0.23734613898513945,2.054016064257039,182.327071066716
509,Y9999 加權指數,2015-01-26,9474.56,9436.47,9478.53,9477.67,4902892,0.0711,9277.899,9331.460727272726,245.8700000000008,99.7669818733572,72.80828444253586,72.42275595143849,48.55669763642734,0.2330181266428033,0.18045649072752995,129.71756473367708
510,Y9999 加權指數,2015-01-27,9505.56,9471.19,9523.73,9521.59,4972156,0.4634,9306.878,9375.768181818183,341.3600000000006,99.48342868177772,76.36330710163077,74.68290095733289,56.267178026535674,0.5165713182222698,0.8766653977921645,117.59948376332142
511,Y9999 加權指數,2015-01-28,9503.2,9471.31,9515.29,9510.92,4709303,-0.1121,9339.947,9412.866727272727,345.8299999999999,96.9078137446594,81.41115860032454,73.06644820124983,63.951974652771405,3.09218625534059,-0.14324693042289846,89.43775562582414
512,Y9999 加權指數,2015-01-29,9479.36,9403.75,9482.13,9426.9,4893263,-0.8834,9366.128,9428.676363636363,288.60999999999876,76.62635479276804,84.46269560336755,61.43275566126479,69.73157394083914,23.373645207231952,-0.36731309007401336,45.5143076251717
513,Y9999 加權指數,2015-01-30,9452.85,9361.91,9466.65,9361.91,4681307,-0.6894,9388.49,9427.909454545455,187.85000000000036,56.489473259659654,86.3004161844466,54.03805430681924,72.81824644699813,43.51052674034034,0.37951117051747263,8.91497764703623
514,Y9999 加權指數,2015-02-02,9368.83,9352.19,9410.43,9386.99,4198820,0.2679,9409.783,9427.636727272726,135.29999999999927,60.50830324909754,86.93425152739644,56.29385946799128,74.28940538252743,39.49169675090246,0.8331043956044062,-20.337162056571522
515,Y9999 加權指數,2015-02-03,9394.47,9394.47,9460.17,9448.73,4540480,0.6577,9429.487,9434.717999999999,129.02000000000044,69.76416045152178,85.31561565612762,61.46677222463851,75.48657618626666,30.235839548478218,1.1138508371385005,13.314124899492594
516,Y9999 加權指數,2015-02-04,9477.52,9477.52,9533.88,9513.92,5265101,0.6899,9448.908,9450.069454545453,144.40999999999985,89.87161922159682,84.3027775782873,66.16496822871979,77.31727806484494,10.12838077840319,1.5108232789212475,101.91586849944477
517,Y9999 加權指數,2015-02-05,9511.06,9472.42,9517.42,9512.05,4297455,-0.0197,9463.162,9461.549818181818,41.10999999999876,87.98502944575921,83.71658185812122,65.90883995327039,79.24304005580728,12.01497055424079,0.07777777777777778,75.71657052491572
518,Y9999 加權指數,2015-02-06,9521.88,9448.65,9521.88,9456.18,3930850,-0.5874,9461.686,9460.280363636362,-21.48999999999978,57.2348505696519,79.46380152898493,58.40361518372262,80.05544812097537,42.7651494303481,0.13423460330465636,26.3068716294775
519,Y9999 加權指數,2015-02-09,9465.12,9413.18,9465.12,9421.5,3552049,-0.3667,9456.069,9452.973818181817,-100.09000000000015,38.14739391270845,73.30184273292005,54.1507427023624,79.39167803636975,61.85260608729155,0.17212167886023144,-39.9355292978586
520,Y9999 加權指數,2015-02-10,9405.59,9390.13,9435.07,9393.7,3926336,-0.2951,9443.279999999999,9441.634,-117.21999999999935,22.84660685783506,65.63816055052578,50.85253190695131,77.21298155340884,77.15339314216494,0.30195816644413787,-71.0040191062503
521,Y9999 加權指數,2015-02-11,9430.17,9430.17,9488.72,9462.22,4496931,0.7294,9438.41,9445.077636363636,35.31999999999971,60.55919423193331,62.00329859925317,57.87852350968308,75.1161820003787,39.44080576806669,1.6228864218616532,32.68720754426835
522,Y9999 加權指數,2015-02-12,9496.39,9447.19,9500.35,9496.31,3662319,0.3603,9445.350999999999,9455.60490909091,134.39999999999964,79.32192195497827,62.2728553154742,60.96345146779395,73.55331262045449,20.67807804502173,0.7172686230248518,59.547070464659775
523,Y9999 加權指數,2015-02-13,9500.04,9499.97,9542.09,9529.51,3395867,0.3496,9462.111,9470.906545454545,142.52000000000044,93.37546076882572,65.96145406639081,63.82999524857023,72.76907225642094,6.624539231174276,1.0868945868945818,113.0607675428795
524,Y9999 加權指數,2015-02-24,9582.39,9582.39,9638.48,9629.37,4158918,1.0479,9486.348999999998,9501.317272727274,180.64000000000124,96.33178981276475,69.54380272275753,70.95742908177652,73.94132519264076,3.6682101872352546,1.942770547334624,207.30012480804632
525,Y9999 加權指數,2015-02-25,9655.72,9653.77,9699.54,9699.54,4754236,0.7287,9511.43,9540.079272727273,185.6200000000008,100.0,72.56738667760536,74.82989080300372,77.22941292052784,-0.0,1.5331002840288268,196.20495086906683
526,Y9999 加權指數,2015-02-26,9687.48,9610.59,9688.07,9622.1,4438632,-0.7984,9522.248,9560.201090909091,110.05000000000109,74.97172037102871,71.07739679254854,64.31435613544069,80.2597664878372,25.028279628971294,-0.14803820340734677,104.57530241852214
527,Y9999 加權指數,2015-03-02,9665.11,9588.36,9690.43,9601.36,4459205,-0.2155,9531.179,9574.585090909091,145.1800000000003,68.26864031543914,69.10575787951653,61.73284821909629,82.45589830541506,31.731359684560857,0.6694425394337231,71.44546150351947
528,Y9999 加權指數,2015-03-03,9628.06,9571.64,9642.95,9605.77,4446559,0.0459,9546.138,9588.14709090909,184.27000000000044,69.69393361559099,70.35166618411043,62.09233251703675,83.89645653601637,30.306066384409014,0.5832281587435055,45.07275094252447
529,Y9999 加權指數,2015-03-04,9596.24,9580.78,9635.18,9621.73,4539189,0.1662,9566.161,9601.891090909092,228.02999999999884,74.85213793994994,74.0221405868346,63.47217462061906,84.85133492101473,25.147862060050063,0.5406250000000009,39.680878876088535
530,Y9999 加權指數,2015-03-05,9627.04,9564.44,9631.04,9595.09,4635460,-0.2769,9586.3,9607.15090909091,132.8700000000008,61.22433827077981,77.85991372812906,59.458214809724694,84.83332328819704,38.77566172922019,0.1397897897898087,13.689005603451067
531,Y9999 加權指數,2015-03-06,9587.59,9574.55,9645.77,9645.77,4783179,0.5282,9604.655,9617.963636363636,149.46000000000095,78.69229245096082,79.67322355003182,64.23861105222903,84.82168473655778,21.30770754903918,0.7115978657680352,34.57570195951159
532,Y9999 加權指數,2015-03-09,9617.04,9549.76,9617.04,9562.98,4400900,-0.8583,9611.322,9610.386363636364,33.469999999999345,31.572881695645506,74.89831952409854,52.91384764604422,83.3004589467996,68.4271183043545,-0.427021403091547,-81.96229731116873
533,Y9999 加權指數,2015-03-10,9566.25,9520.33,9583.78,9536.53,4731732,-0.2766,9612.024000000001,9596.78781818182,-92.84000000000015,9.039674125328187,66.46474085974879,49.79750053778195,80.30094539347411,90.96032587467181,0.32781717888102213,-175.99627188603176
534,Y9999 加權指數,2015-03-11,9503.28,9472.54,9561.81,9523.18,5039426,-0.14,9601.405,9580.634363636364,-176.36000000000058,22.30837004405261,59.06239888287756,48.20534760567374,76.13609561531005,77.69162995594739,0.28318584070795594,-161.59533991734224
535,Y9999 加權指數,2015-03-12,9537.23,9530.74,9608.02,9596.0,5614913,0.7647,9591.051,9579.651636363638,-26.100000000000364,56.66161824773943,54.72856070765151,56.61282176828117,72.44743498233565,43.33838175226057,1.0978260869565144,-32.00392906871821
536,Y9999 加權指數,2015-03-13,9608.44,9579.35,9633.51,9579.35,4765227,-0.1735,9586.776000000002,9577.524181818184,-22.01000000000022,49.02014778099031,52.13340344864768,54.3706633009973,68.81984278127696,50.97985221900969,0.6925775480059143,22.853191407224905
537,Y9999 加權指數,2015-03-16,9583.45,9512.91,9590.76,9512.91,4272083,-0.6936,9577.931,9564.094000000001,-92.86000000000058,23.3042775500774,47.636967172111504,46.24929040304346,64.20382572920951,76.6957224499226,0.14656390494540528,-98.30560355070484
538,Y9999 加權指數,2015-03-17,9555.1,9539.44,9629.8,9539.44,5065590,0.2789,9571.297999999999,9557.095636363636,-82.28999999999905,38.61917681694845,44.529491492247246,49.59005706538446,59.48719952031263,61.38082318305155,1.2936033643205072,-16.19554396081131
539,Y9999 加權指數,2015-03-18,9563.74,9561.5,9653.43,9653.43,5546829,1.1949,9574.468,9572.02872727273,58.340000000000146,100.0,47.04427769825226,61.125079617816155,56.63782729467758,-0.0,1.239965190906118,115.0421058781285
540,Y9999 加權指數,2015-03-19,9668.01,9668.01,9745.59,9736.73,6277815,0.8629,9588.632,9601.530909090909,90.95999999999913,96.75517304522958,50.59736117569723,67.2162010561402,56.30809627540578,3.244826954770408,1.1879350348027835,209.4000168028908
541,Y9999 加權指數,2015-03-20,9706.35,9705.32,9749.69,9749.69,5786926,0.1331,9599.024000000001,9630.814181818183,186.71000000000095,100.0,52.72813193060115,68.08076614512184,57.65334428500656,-0.0,0.29208924949291665,163.90354594749678
542,Y9999 加權指數,2015-03-23,9759.88,9729.81,9775.63,9758.09,5613302,0.0862,9618.535,9659.735272727274,221.5599999999995,94.21294005081027,58.99213776611763,68.67567699000234,59.98053003690745,5.787059949189732,0.5661283282409179,127.42570218185729
543,Y9999 加權指數,2015-03-24,9759.96,9701.33,9768.71,9731.66,5482580,-0.2709,9638.047999999999,9680.303454545454,208.47999999999956,85.49275792668858,66.63744614625367,64.47457447319292,62.242797445336606,14.50724207331142,0.15761353517362878,82.38349925085951
544,Y9999 加權指數,2015-03-25,9739.25,9653.47,9743.58,9667.83,5204949,-0.6559,9652.513,9685.718363636364,71.82999999999993,58.96772228989055,70.30338137083746,55.38330787829094,63.18554920181371,41.03227771010944,0.1322827655088225,32.12584601880313
545,Y9999 加權指數,2015-03-26,9579.63,9540.03,9619.12,9619.12,5409431,-0.5038,9654.825,9679.64690909091,39.77000000000044,40.427070645554664,68.67992661061898,49.46880674635344,62.33068125712251,59.572929354445336,-0.6158806423062212,-58.667446158485504
546,Y9999 加權指數,2015-03-27,9593.07,9503.72,9608.44,9503.72,5202683,-1.1997,9647.261999999999,9652.173272727274,-9.19000000000051,0.0,63.77791183251994,38.613861595017354,58.410709867757966,100.0,-0.10198624904507422,-96.17112901564168
547,Y9999 加權指數,2015-03-30,9533.38,9503.53,9556.25,9521.87,4730427,0.191,9648.158,9629.374727272727,-17.56999999999971,6.740169055494393,62.12150098306165,40.88086705303177,52.931525224381936,93.25983094450561,0.9963960546282494,-103.51670025296936
548,Y9999 加權指數,2015-03-31,9568.38,9527.87,9594.75,9586.44,5582681,0.6781,9652.858,9618.153272727273,-66.98999999999978,30.470415288496987,61.306624830216506,48.41173180414739,47.67181881854456,69.529584711503,1.089712918660288,-67.11951239036067
549,Y9999 加權指數,2015-04-01,9575.11,9503.53,9575.11,9507.66,4767155,-0.8218,9638.280999999999,9591.753636363637,-229.0699999999997,1.5178243292904159,51.458407263145546,41.28274179656656,41.45985701404933,98.48217567070958,-0.15828443699357278,-83.99197137443036
550,Y9999 加權指數,2015-04-02,9535.98,9535.98,9628.95,9600.32,4444159,0.9746,9624.640000000001,9584.851636363637,-149.3700000000008,35.57148107313472,45.34003806593606,50.75902151477614,36.36052205823441,64.42851892686528,1.3046143917392639,-30.408544139848786
551,Y9999 加權指數,2015-04-07,9619.97,9613.33,9653.97,9641.9,4475869,0.4331,9613.861,9587.989818181817,-116.19000000000051,50.85262771040048,40.42530083697611,54.42623889888066,32.806387251280086,49.14737228959951,1.3201279527559155,19.582684316121416
552,Y9999 加權指數,2015-04-08,9646.07,9562.0,9654.67,9571.97,4964321,-0.7253,9595.249,9580.373272727273,-159.6900000000005,25.80888453126144,33.584895285021226,47.77708798547817,29.216602881351925,74.19111546873856,0.1378007985324315,-4.918350566687559
553,Y9999 加權指數,2015-04-09,9597.21,9559.71,9663.05,9568.04,5487812,-0.0411,9578.886999999999,9575.42618181818,-99.78999999999905,26.87356800666545,27.72297629301891,47.41537543920864,25.663365081929246,73.12643199333455,0.8813624927424017,19.522527598654346
554,Y9999 加權指數,2015-04-10,9626.88,9582.84,9648.34,9617.7,4888368,0.519,9573.874,9582.483090909092,-1.4200000000000728,71.57096288866667,28.98330035289652,52.46783817750623,23.05310485787725,28.429037111333333,1.2259541984732714,81.3746399755938
555,Y9999 加權指數,2015-04-13,9622.64,9622.59,9666.52,9666.52,4689419,0.5076,9578.614,9599.327818181819,162.8000000000011,100.0,34.94059328834105,56.98262075514873,21.897070761510935,-0.0,1.1113134532210194,126.66863775982581
556,Y9999 加權指數,2015-04-14,9646.28,9631.19,9664.1,9642.22,5377952,-0.2514,9592.464,9610.892545454544,120.34999999999854,85.09110988404127,43.44970427674518,54.138665191031166,21.275518485243918,14.908890115958728,-0.07353388027955282,98.78058082860578
557,Y9999 加權指數,2015-04-15,9629.7,9508.14,9654.15,9540.06,5776807,-1.0595,9594.283,9601.364545454546,-46.38000000000102,22.41241793975022,45.016929165170765,43.90317938698261,19.343157512443884,77.58758206024979,0.08170673241558984,-71.26339512648299
558,Y9999 加權指數,2015-04-16,9578.71,9578.71,9656.87,9656.87,5454887,1.2244,9601.326000000001,9612.743999999999,149.21000000000095,94.07939137370413,51.37782677369148,54.76761225449906,18.510052957456892,5.920608626295875,1.4944984646878046,54.74132091292666
559,Y9999 加權指數,2015-04-17,9608.6,9570.93,9615.52,9570.93,5148406,-0.8899,9607.653,9607.217454545455,-29.389999999999418,39.6451572168206,55.19056006244449,47.281849105922916,16.99630308442057,60.35484278317939,-0.9273379681542998,-69.82662608499312
560,Y9999 加權指數,2015-04-20,9541.83,9508.57,9572.65,9552.85,4912281,-0.1889,9602.905999999999,9597.253272727274,-89.04999999999927,28.229574441217743,54.4563693992528,45.81795865425165,14.808097328835366,71.77042555878226,0.026841448189752606,-143.69985715872264
561,Y9999 加權指數,2015-04-21,9554.8,9512.64,9598.86,9533.98,5173309,-0.1975,9592.114,9584.72127272727,-37.98999999999978,16.315191312034333,51.00262575941618,44.22991938395505,11.977054575754455,83.68480868796566,0.5336348874970958,-110.20960854144708
562,Y9999 加權指數,2015-04-22,9549.61,9549.61,9630.79,9613.0,5740755,0.8288,9596.217,9588.518727272727,44.95999999999913,66.2078545270867,55.042522758998714,51.974839497799785,10.12492180428873,33.792145472913305,1.1925351071692654,-1.769002932332336
